id	document	label
5023820	내일이 기대되는 `	1
1859380	근데 조미가 막문위 좋아한건가요??	1
1635552	ㅋㅋㅋ 진짜 골깜..ㅋㅋ 눈 부라릴때 쓰러짐..ㅋㅋ	1
7852366	성룡영화중 최악인듯 ㅋㅋ	0
9480003	골때리네ㅋㅋㅋㅋ 걸스데이 이혜리 잘 되라!	1
1797212	서기가이뻐서	1
6374262	완전 재밌어요ㅋㅋㅋㅋㅋ백인공주귀여움ㅋㅋㅋㅋㅋㅋ	1
1607129	인상적인 영화였다	1
8763660	어내스트와 셀레스틴 완전 강추에요~ 정말 재밌습니다^^	1
9361974	재미있는영화입니다.	1
7928957	클라라볼라고화신본거아닌데	0
10250221	진짜 보면서 너무 슬펐던 영화다	1
6122458	설정이 재밌고 새로운 에피소드 내에서 메인 스토리도 차차 나오는게 재밌음	1
10044377	신카이 마코토의 작화와,미유와 하나카나가 연기를 잘해줘서 더대박이였다.	1
6158844	재미없음 진심 1이훨나 캐스팅두못한듯	0
1723799	잔잔한게 생각보다 볼만한 영화인거 같습니다 ㅋ	1
10273782	감독님들 고은님 쓰면 영화안봅니다 .	0
1666795	무섭지도 않았고 스토리도 ..ㅡㅡ	0
4866815	영화속 억지스럽고 노골적인 술광고를 좀 은은하고 센스있게 했으면 어땠을까?	0
7747745	킬링타임	0
8213218	크리스마스하면 떠오르는영화	1
8659712	재미있게 봤습니다. 매력적인 행복이네요, '-' ㅎㅎㅎ.	1
1204710	음악에 완전히 빠져서 볼 수 있었던 영화. 쫌 산만하긴 하던데;;	1
3926204	태어나서 처음으로 영화보다 중간에 나왔습니다,,,,불륜이 로맨스냐,,	0
2304429	왕짜증.....아주 전개를 짬뽕으로 믹스했구나...음향만 무섭게하네..하아	0
9685228	솔직히 난 별루더라 시간낭비느낌	0
7115568	대박	1
6205383	시청률 기준이 되는 패널가구들 머하는거지 명작드라마 다 망치네 ㅡㅡ 내가 다 서운하다...	1
85848	내용이 이상해;	0
8741214	몬스터 주식회사 3D 재밌게 봤다	1
7785809	내용전개가 너무나 느리다........	0
9757434	소재는 흥미를 끌지만 이야기 전개가 투박해서 몰입이 안되는군	0
9753792	절대 보지마라 쓰레기 영화	0
7520154	중국인 특유의 과장, 허풍... 있어보이려고 안간힘 쓴 노력은 가상하나, 고증과 현실감 떨어지는 설정이 거북스럽다... 도대체 그들은 왜 이렇게까지 스스로를 과대포장하는 것인지...	0
8902582	그냥 불법체류자 때려잡는 영화면 좋았을텐데...무슨 우상화를 만든다고 미국의 따뜻한 설정...이건 뭥미??	0
9578691	2년의 삶속에 주인공의 생애가 전부 드러난 듯 하다.	1
7469033	별점10점가자	1
3914806	별로다.	0
10212945	본지 꽤 지난 후에 남기지만...재미있었음	1
9893434	아니 이게 왜 9점대 일까...;;;	0
9615602	10년이 지나 다시 보게된 영화 .. 다시봐도 그 순수한 사랑에 감동 ㅠㅠ 숀펜의 연기또한 甲	1
10138538	올레에 공짜로있길래 봤음 ㅋㅋ 헐 ... 스토리가 문제가아니라 연기자들이 전혀 배역이랑 어울리지않음 그리고 상대배우들하고 다 따로 노는거같음~~ 이건 연기자들도 문제있음 보아는 진심 완전 별로임 라미란하고 아들이 젤 볼만했음	0
6139250	너무 욕심이 많았던 영화. 어느 한 쪽만이라도 제대로 보여줬다면......	0
6738759	아 빵점~	0
10108387	베댓이 말을 아주 잘써놨네	1
5678216	아주 모자라진 않다.	0
8470143	영화 도둑들이나 뫼비우스 하고 같은 나라에서 만들어졌다는게 믿어지냐..?	0
6565615	온몸이.. 찌릿..짜릿. 나두 용기를 가져야지!!	1
7838658	정말재미있고 교훈적인 영화이네요!	1
3526263	당시의 상황과 주제를 주입식이 아닌 긴장감있고 재밌게 전하는 작품	1
625839	케이블에서 그만 나와줬으면 - -	0
6153764	다르덴,이냐리투,차이밍량이 하나도 안섞인채 짬뽕 그릇에 담겨있다.	0
9179457	여군 잼없음 뭐하는건지 ...ㅡㅡ잼없음 엠비씨 다잼없음 질린다이제	0
3685947	좋구나	1
8747603	한석규, 김혜수 연기만 돋보인 영화. 어딘지 모르게 많이 어설픈 영화.	0
9153275	솔직히 에볼라바이러스가 떠들석해서 보게된영화인데 작품성이나 어떤면에서도 20여년전 영화라고보기엔 믿기힘들정도로 정말 잘만들었다고본다 마지막후반부가 살짝 아쉽긴하지만 이정도면 수작이라고본다 시간이 아깝지않은영화	1
2850477	볼만해;	0
8513072	재미있다고 허풍 떨지 마세요	0
8546726	용가리 진짜짱짱맨이다ㅋ	0
8674440	이 영화를 이제서야 보다니.. 감히 내 인생 최고의 영화중 하나로 꼽을 수 있을만한 작품. 어떻게 살아야할지 나를 위한 고민을 한번 더 하게 되는 시간. 그리고 모건 프리먼은 나이가 들어도 여전히 섹시하다.	1
6842532	작가가별로다 내용이진짜별로임.. 맨날그냥기대하고 재방송하면 혹시나하고봐줘도 답없다진짜..	0
9106604	명작도 이런 명작이 있을까 싶다. 보고 또 봐도 여운이 남는 영화.	1
10261336	아~ 진짜 조금만 더 손 좀 보면 왠만한 상업 영화 못지 않게 퀄리티 쩔게 만들어 질 수 있었는데 아쉽네요 그래도 충분히 재미있었습니다 개인적으로 조금만 더 잔인하게 더 자극적으로 노출씬도 화끈하게 했더라면 어땠을까 하는 국산영화라 많이 아낀 듯 보임	1
8518274	그만좀 끌고 이제 끝내라. 지겹다 지겨워.	0
7348295	아	0
5882876	역시 드니로의 연기는 일품 나도 맥스가 샘을 죽이길 바랬다	1
8472176	나름 괜찮은 작품입니다	1
4446905	너무 좋은 영화	1
6252170	정말 실망 스러웟음..	0
8777723	배우들은 지네들 안뜨니까 이런영화 찍을껀데??? 왜 안뜨는지 진짜 모르는거야? 면상 딱 보면 알겠구만... 왜 지네 자신들은 모를까?	0
8670820	어린이가 좋아할듯...내어릴적 동심은 멀리 떠낫나보다.	0
3384269	무술인이 왜 총을드나?	0
7781028	10점	1
9890330	크리스토퍼왈츠와 타란티노의 조합이란 ㅠㅠ	1
8660428	한국에선유명한편은아니지만 외국에선 상상초월한 유명한 영화입니다.	1
10212029	오랜만에 재밋는영화봤네요	1
8575963	종방되어 아쉬워요. 오늘막방도 잘봤어요.방송대본이 꽤 완성도있다는 느낌받았고요. 요즘 드라마들의 막장에 지쳐있었는데 수백향은 정말 바른드라마였던듯해요.악역들도 그리 심하게 어이없지도 않았고요..MBC화이팅!!	1
7033414	평점조절위원회에서 나왔습니다(웃음)김혜선은 @내일이 오면@의 김순정,순정이 역할이 제일이다.팜므파탈로써,그 정도까지 잘해낼 줄은,정말 의외였어...연기20년 한사람에게 요즘 사극에서 벌어지고 있는,그녀에 대한 연기논란은 왠지 코미디의한장면 같음(웃음)	0
10122280	영화 끝나갈때쯤에 멍하다가 다보고나면 한마디 나올거임 "ㅈ같다."	1
8062501	공유 존잘!!!ㅎㅎㅎ	1
2937929	상쾌발랄한 영화다. 말하기 껄끄런 성이란 소재를 유쾌하게 해설했다.	1
4777325	소파에 죽 치고 앉아 지켜 볼 이유가 없는 작품.	0
7047706	로큰롤!!!!!!!!!!!!!!	1
7263316	주된 타겟이 어린이니 일반적인 논리가 통하지 않는 건 알겠다. 하지만 게임은 흥미롭지 않고, 요원이라는 주인공이 너무 무능력해서 별로 재미없다. CG 배경도 거슬린다.	0
9297500	뮤지컬 영화인데 사운드 녹음 엉망, 남주는 춤도 못추고, 내용은 뻔할뻔, 주인공들 목소리도 너무 안어울리고 어제 CGV에서 뛰어 나가려다 참았습니다.진심 말리고 싶습니다. 영국의 저예산 DVD용 영화뮤지컬영화 아닙니다. 맘마미아 1/10도 안됨	0
3234156	어린나이에 봤음에도 꽤나 좋아했던 로맨틱코미디	1
6245450	게이물인줄 모르고 봤네...	0
5249559	알바는꺼저라	0
8570013	이 영화 머임????내가 왜 받아 봤을까? 그것이 알고싶다....이 영화는 배우들과 스텝들이 감독의 꼭두각시였음.	0
8880577	4대2라니....최악	0
6197121	정말 아름다운 영화 입니다	1
9169160	자극적인 것에 익숙해진 현대인이 봐도 눈을 떼기 힘든 연출력.	1
10066840	뻑~뻑~잘 읽어볼걸 나도 당했음	1
8681070	정말 짜증의 극치를 보여주는영화. 굉장히 언밸러스한 느낌. 뚱뚱하고 못생긴 남자애의 발연기를 시종일관 봐야하는게 고역인듯. 간간히 흘러나오는 잔잔한 클래식풍의 음악조차도 듣기싫어 짜증날정도로 상당히 싫은영화.	0
6077668	감동감동ㅜㅜ, 정말 최고네요!!!!	1
6555618	별점 주기도 아깝네요 얼마나 내용이 진부한지 욕 밖에 안나오네요보고 재밌다고 하는 사람 초딩들인가요 죄송해요 너무 화가나서.아무 것도 볼게 없습니다 보지 마세요 그냥 티비판짜집기 한거 같네요	0
4989285	나 왠만해서 짜증안내는데...-_-	0
1711932	돼지피먹고 닭목따는 장면에선 우웩~ 역시 무당은 아무나 하는게 아니다.	0
1870395	버려	0
9829888	유치하고 지루하고 잠이 왔다	0
8333987	3류풍 판타지 3점만 가져가	0
8126489	윤종신 복귀는 좋았지만 이하늘은 도대체 왜 뽑혔는지 알수가없다. 참가자 실력을 따지기 전에 심사위원 인격과 실력부터 쌓고 오시길^^ 어하어허 그만좀 하고요	0
81637	광장한 작품 옛날것도 보고 싶다	1
23929	내 생의 최고의 영화	1
6663588	어린시절 너무 무섭고 재미있게 봤던 추억의 판타지영화.절대 나쁜짓은 금물.지옥가요..	1
5503928	기존 멜로영화 형식을 탈피하려고 하였으나 감정의 절제가 지나쳐 너무 담백한 영화	0
6344106	난 사랑비 서준에게 쏙 빠져버렸네. 1.2.3초만에 쏙ㅋㅋ난 절대잊지도않고후회도안할거야	1
10149152	이영화를보니까 교훈을 주네요! 나도 남은인생을 화려하게 살아야겟다.. 말밖에 안나오네요..	1
9295404	나름 추억에 젖어들고 좋았음ㅋㅋ아무생각없이 가볍게 보고오기 추천요~	1
9603725	단순한 싸이코물을 벗어난	1
9163009	이게 14년도에 만들어진건가요? 아니면 예전에 만든거 다시개봉한건가요?ㅠ너무 허접해요 ㅠ	0
9418231	넘 사랑스러운 영화다 ㅠㅠ 1보고 2 연이어 봤다~!! 넘 귀여워 ㅠㅠ♥♥	1
9687122	청춘 영화만이 줄 수 있는 감성이 넘쳐난다. 이 순간 지나가면 다시 돌아오지 않을테지만, 그 순간만큼은 무한할 젊음이 줄 수 있는 그런 감성.	1
4038387	TV용 건담 시리즈 중에서 아직까지도 최고봉	1
8913715	개콘은 요즘 갈수록 코너들이 다노잼이고 웃음이안난다	0
7927383	사다코의 한이 서린 우물펀치ㅜㅜ 감동	1
8508764	후세와 사랑하게된 결정적 계기 그시간이 표현되지 않았으며 시람의 생명을 빼앗아야만하는이유등을 시노가 출현하는 연극으 로 더 알려주었으면 하는 생각이든다. 또한 시노가 얼마나 본능을절제히면서 시랑을 하려고 노력하는지를 더 보여줬다면 좋았을뻔했다	0
3403149	새벽시간에 하는 일본 영화들은 전부 개졸작이다.일본영화원래 다이래??	0
1119950	강수연의 나가있어~!그리고 최정원의 신음신~	0
6976560	아..정말 김혜성 너무 예쁘네요 이현진도 웃는 거 정말...하....	1
4817061	가발 쓰고 싶다	0
1025241	화려한여정이인상깊어요ㅋㅋ재밋어요ㅋㅋ배두나연기정말잘해요ㅋ	1
2922082	10대들을 위한 성적 호기심 영화?	0
5444748	감동적인 영화	1
9363921	이건 말이 필요 없다 그냥 닥치고 봐라	1
2361255	각기 다른 사람들의 재밌고 멋진 사랑영화	1
2385954	역시 미국드라마의 파워. 정말 알수없는 그 미묘함까지 사로잡아버렸다 최고!!	1
5686473	너무너무 훈훈하네요^^	1
7227535	이거 응답하라에서 은지원원도 스스로 욕하지 않앗나? ㅋㅋㅋㅋ	0
1508152	아 너무 웃기고 배꼽 빠질뻔했네^^ 내 컴에 이 영화 있는데^^	1
3943125	구성이 상당히 부실한 영화. 역시 네이버 평점은 믿을수 없다.	0
1922525	장끌로드의 몰락을 가져온 오우삼 헐리우드 작품중 가장 재미없었던 졸작	0
9039778	언제적 영웅본색 연출인지 현실성 제로인 영화	0
7805059	작은거 하나에도 설레어했던 학창시절 그때 그느낌을 다시 느껴볼수있는시간이었다. 장면 하나 하나 대사 하나 하나 배경음악 하나 하나 버릴게 없는 드라마.	1
9324383	진심 재미 없는데 너무 평점 높아서 화남;	0
9150201	더럽게 재미없다 어떤 형태로도 와 닿지 않는 허무하고 완벽히 지루한 영화고 영양가 하나도 없는 영화다	0
7473724	이승기 정말 연기 잘하는.. 조연들도 연기 정말 잘하고	1
7573034	현실은 꿈, 꿈은 현실	1
4550192	오늘 현충일특집프로로 보게되었습니다 1963년도의 매우 훌륭한 작품입니다	1
1347002	판의미로와 동급 trash of the trash	0
6590993	제대하고 보니까 더 재밌네요 ㅋㅋㅋㅋ	1
6580205	영화를 보는것만으로도 마음의 휴가를 다녀온 느낌.소박하지고 잔잔하지만 지루하지않은..그래서 다시 보고싶은 영화.햇살가득한 비이의 부엌과 요리도 인상적	1
9666256	코믹한건 좋았는데 짜임새가 너무 허술하다	0
9967162	1996년 그때 당시에는 우리 나라에 이런 판타지 로맨스가 없었다... 아직도 신현준의 황장군 연기는 음... 괜찮네... ㅎㅎ....한석규의 전성시대가 열린 영화.... 이때 한석규한테 뿅 갔었다~~♥	1
5304583	일단 재생하면 괴물같은 서스펜스 귀신같은 흡입력	1
8309459	하..진짜 댓글보고 한번쯤볼만한 영화인거같아서봤지만 기가찬다..이게무슨버킷리스트인가! 죽기직전에 소원들어주기? 내가보기엔 죽기직전에 막 살자 인거같다. 감동도없고.. 진짜 '버킷리스트' 란 영화에 발톱에 때만큼도 못따라가는쓰레기영화.. 완존실망..	0
8010423	이시간좀...밝고긍정적인드라마보고싶어서..보긴보는데....오버하는연기들이거슬리네요...연기인게너무표나요....홍혜정역이그나마도후련기도하고시원하고.....나머진다들답답하네요...낼월요일인데...해피한것만보고싶네요....	0
7712668	정치인의 모순인가, 정치범의 모순인가....	0
5923805	어떻게 이런 상상을 대단하다.	1
5613442	좀 어렵기도 하고, 전쟁에 대한 묘사가... 잘 모르겠다.	0
4193028	일본에서10주년 극장판만드는데 우리나라에선 10주년으로 재개봉하니이건 좀 ㅄ 아님?	0
9103654	한대희가 개그콘서트본다고 내전화끊음개그콘서트 없애주세요 ㅡㅡ	0
9737474	한물 간 동서양 두 배우의 싸움판.	0
8711262	푸하하하 이거 기대 안했지만.. 역시나 구만..ㅋ	0
4437265	세계최초의 반공 애니매이션이라는 역사적 가치가 있다.	1
36087	감각적인..시각으로...바라보는..색다른...느낌의...사랑...문학적이	1
10114923	엄마는 무고한 지 딸을 감옥살이 시켜시켜? 이해 안돼요	0
3988502	이영화는.제발 책을보세여.감독이 미친겁니다.이따위로 만들어놓고.화가 날정도 ㅡㅡ	0
512688	신나는 흑인음악과 아이스 큐브 뿐 남는게 없다	0
10010968	드럽게 재미없네 시간이 돈이다? 내 시간은 어쩔건데	0
3265565	그저 한마디뿐 '알리시아'	1
8890254	진짜 생생하게 느낄 수 있었다	1
9119967	재밌는데 평점이 이상하다 싶을 정도로 낮다.	1
7435669	옥소리 프로필 사진에 1점남기고 갑니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ완전 대박이다 진짜 아우 짜증나!	0
7603466	드라마 너무 재밓당	1
8055931	아진짜너무좋아요ㅜㅜ짱짱!!!	1
2182684	연기 굿	1
8154957	이런 영화 다시는 안나오겠지..그때 시절을 잘나타내주었던거같아요 ㅎㅎ	1
3545895	중간정도 부터 봤는데도 꽤나 대단하군요...	1
9414462	콩은 까야 제맛 콩은 까야 제맛	0
6291727	이적의 소설. 재미없다.	0
3427286	액션영화가 아니다.범죄 느와르 영화다. 허나 범죄 느와르 영화로서도 실패작.......	0
1207277	뭔가알수없는매력에빠져드는 영화	1
8670966	모녀를 토막살해한 살인자가 부성애라니.... 말이되나... 감동받은 사람들 본인들이 피해자가 되도 감동받았다고 할수있을까... 진심 묻고싶습니다...	0
6871120	재밌는데 평점이 왜 이렇게 구리지	1
5124760	아 OOO기.. 이걸 본 내눈이 아깝다 ㅡㅡ 진짜 아놔 진짜 OOO기명작이네요	0
6931068	필름값이 아깝다..재미 더럽게없다..2점부터 점수준것들 매미 OO	0
1618314	또보고 싶은데 어디서 보죠???	1
4289323	영화 재미있드만.. ㅎㅎ	1
8381652	남주인공 연기력 안습이네요... 혀짧은 소리 듣기도 너무 힘들었네요 매니저역활분이 남주인공하는게 훨 좋았겠다는 생각이 들정도... 영화 자체는 적당히 볼 만 합니다 ^^	0
8557261	3점이 딱.... 액션,스릴러인데 액션과 스릴이 없다.	0
3187395	완전 스토리도 엉망이구, 완전 비추..ㅜ	0
10274403	OOO영화 뭘전달하려는지모르겠네 오글거리고	0
2523528	좋은영화	1
7041870	......더빙이 이상해요.....할머니는 월래익숙한 ㄷㅔ.....	0
9268003	이게 2편이 나왔어???	0
917164	모든게 2%씩 다 부족했다...아니..50%씩...	0
1595727	정말 말 그대로 '쇼'하는 영화..	0
10079284	12년 전에 봐서 기억이 나질 않지만 진개가(천카이거) 감독 이름 세 자는 기억해 두었던.	1
9077483	정은지 언니!! 연기 잘하구..노래도 잘부르시고! 마지막회 웃으면서 즐겁게! 봤습니다! 트로트의 연인!♥	1
1724444	이게 웃겨?	0
7124022	망함	0
6409443	아이의 시선으로 보는 전쟁.., 보는 내내 가슴이 먹먹했다는...	1
10243387	사람들이 재미없다고 해서 레알 기대 안했는데 생각보다 볼만함. 근데 여자애랑 복순이랑 다투는 장면? 그건 굳이 없어도 됐다고 생각함 몰입도 겁나 없애고, 어색해보였음	0
2577310	설정이 연속극같은 느낌이 든다. 하지만 배우들의 연기가 뛰어나다.	1
4523923	여주인공 인터뷰할때 지루해죽는줄알았음 ㅡㅡ 그냥저냥 킬링타임용 스릴러	0
7862272	전미 박스 오피스1위 ㅋㅋ 그냥 몰아주기 하는건가 어떻게 이런영화가 1위를 하지 옛날 80~90년대 우뢰매수준의 물폭탄싸움이네 ㅋㅋ 손에서 빔나가나 손에서 물폭탄 나가나 다를게 뭐지?	0
573776	감독이 여자다보니 기량이 많이 딸리네	0
9056760	또 보고 또 울.었.다..	1
9643549	이런 영화는 하나의 개연성만 없어도 허무하게 만들어 버린다. 조디포스터의 이쁜 모습만 남을 영화.	0
6081437	굳굳	1
9907350	스토리도 말이 안되고 개막장 사랑이야기도 아니예요 이걸보고계신다면 당신의 시간과돈을 아낀거예요^.^휴 그래도 본다면 호구	0
4445737	네놈을 살려두기엔 쌀이 아까워! 세기의 명대사	1
6969112	평점이 너무 높다. 전혀 재미있지 않았다. 쓸데없이 말만 많음. 이런 류의 영화는 조연들의 뒷받침이 중요한데 조연들의 내용자체가 전혀 없음. 또한 여배우도 별로 매력 없었다. 이틀전에 저스트고위드잇의 애니스톤을 보고 이 영화를 봐서 그런가. 실망했음	0
5149470	맛깔 나는 드라마.	1
7696175	시베리아인가 거기가서 훈련할때나오는 ost 개작살	1
9197636	이건 시종일관 질~~질왜? 제목이 야경꾼 일지냐고 지금 10회가 넘어가는데 즉 2달이 넘어가는데. 앞에서 누군가가 얘기 하더만 이거 100부작이냐고 그러다 또 한 순간에 모든걸 훅진짜 지루함의 지존	0
7303814	나이들수록 이해가 가는 영화	1
6256531	ㅠㅠ 슬픔	1
